"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CD302.3",4.51623835429679e-05,-2.40260232467806,0.015,0.073,0.619356927908262,"3","CD302"
"MT-CO3.2",4.5332702848498e-05,0.200372938682347,0.985,0.979,0.621692686864301,"3","MT-CO3"
"DCTN3.1",4.62985006489465e-05,-0.566864868552241,0.137,0.248,0.634937637899652,"3","DCTN3"
"RP9.1",4.75077442136399e-05,1.48939413126316,0.078,0.034,0.651521204145858,"3","RP9"
"IDH2.1",4.75278106821377e-05,-0.984004614191378,0.102,0.196,0.651796395694836,"3","IDH2"
"CERK",4.81564938104192e-05,-2.41243666381161,0.009,0.063,0.660418156116089,"3","CERK"
"PSMB10.1",4.88608622241876e-05,-0.423780075778372,0.238,0.374,0.670077864542509,"3","PSMB10"
"NBEAL1.2",4.93312247279278e-05,0.371761270158961,0.695,0.684,0.676528415918801,"3","NBEAL1"
"UBE2F.2",4.94770757798342e-05,-0.994543719432363,0.061,0.145,0.678528617244646,"3","UBE2F"
"CSTA.3",5.06039604106431e-05,-4.75003505995004,0.003,0.051,0.69398271307156,"3","CSTA"
"RPL27A.3",5.13027671971138e-05,0.147688432607415,0.994,0.99,0.703566149341218,"3","RPL27A"
"UBE2L3.2",5.13322876470949e-05,-0.563397409317442,0.142,0.253,0.703970992792259,"3","UBE2L3"
"ACADM.1",5.16308149234161e-05,1.20948124516469,0.128,0.07,0.708064995859728,"3","ACADM"
"VDAC3.1",5.17137817071835e-05,-0.74142211719998,0.09,0.182,0.709202802332315,"3","VDAC3"
"TCEA3.3",5.1775059087689e-05,-6.28122918337209,0,0.046,0.710043160328567,"3","TCEA3"
"AKR1C3.3",5.17750629124492e-05,-6.93969674242209,0,0.046,0.710043212781329,"3","AKR1C3"
"HMOX2.2",5.17905330947572e-05,-0.803995874236505,0.102,0.196,0.710255370861501,"3","HMOX2"
"ITSN2.1",5.23898637258131e-05,0.741298204753124,0.154,0.088,0.718474591135801,"3","ITSN2"
"MSRB2.3",5.25467980090026e-05,-2.54869047823584,0.012,0.067,0.720626787895461,"3","MSRB2"
"TNFAIP3.2",5.35242139785464e-05,-1.0620970751464,0.084,0.173,0.734031070501785,"3","TNFAIP3"
"DEK.2",5.48775717692068e-05,-0.533379493203726,0.137,0.245,0.752591019242903,"3","DEK"
"MYH9.1",5.51942710709703e-05,-0.628408433775363,0.105,0.202,0.756934233467287,"3","MYH9"
"TAF7.1",5.54287193565689e-05,0.925095647783155,0.291,0.216,0.760149457255986,"3","TAF7"
"CYSLTR1.1",5.64374362257617e-05,1.70469582824075,0.076,0.032,0.773983000400096,"3","CYSLTR1"
"PTGER4.1",5.7204340746534e-05,-1.50711783295065,0.041,0.112,0.784500328997967,"3","PTGER4"
"GPR160",5.75727363599681e-05,2.33468964288725,0.035,0.009,0.789552506440603,"3","GPR160"
"CALHM2.2",5.75788772025762e-05,-1.74023184911845,0.02,0.081,0.789636721956131,"3","CALHM2"
"CLEC7A.3",5.84673347992554e-05,-1.97268667746419,0.017,0.077,0.801821029436989,"3","CLEC7A"
"DUSP22.2",5.89257392726457e-05,0.969438666879755,0.122,0.065,0.808107588385063,"3","DUSP22"
"SETD5-AS1",5.99643165482797e-05,1.26222661419887,0.14,0.078,0.822350637143108,"3","SETD5-AS1"
"FAM110A.2",6.02804929716271e-05,-1.79405020590611,0.023,0.086,0.826686680612894,"3","FAM110A"
"CD5.3",6.0336187634158e-05,-1.87395822206621,0.02,0.082,0.827450477214843,"3","CD5"
"MARCO.3",6.14448791850389e-05,-6.04233148939936,0,0.045,0.842655073143624,"3","MARCO"
"MIR24-2.3",6.27585382662995e-05,-1.16705312251876,0.047,0.12,0.860670593784032,"3","MIR24-2"
"TUBB4B.2",6.30892530671514e-05,-0.973350918364399,0.064,0.146,0.865206016562914,"3","TUBB4B"
"CECR1.3",6.31986320565072e-05,-1.10601991189737,0.044,0.118,0.86670604002294,"3","CECR1"
"CX3CR1.2",6.32065942968495e-05,-2.09732095521765,0.023,0.085,0.866815234186994,"3","CX3CR1"
"FKBP5.1",6.34218723558201e-05,-2.37721922580937,0.026,0.089,0.869767557487716,"3","FKBP5"
"ATP5B.2",6.36536504239045e-05,-0.35677388331737,0.285,0.425,0.872946161913426,"3","ATP5B"
"EIF3G",6.37668285371241e-05,-0.392088332230281,0.433,0.599,0.87449828655812,"3","EIF3G"
"RELB.1",6.58230680512326e-05,0.899831475622403,0.087,0.041,0.902697555254604,"3","RELB"
"SF3B5.2",6.69120353852618e-05,-0.815505692681793,0.27,0.412,0.91763165327348,"3","SF3B5"
"NDUFB9",6.74517088682189e-05,-0.485896784061615,0.305,0.454,0.925032735418754,"3","NDUFB9"
"FAM65B.1",6.82875715885278e-05,0.762676231271763,0.358,0.294,0.93649575676507,"3","FAM65B"
"DEF6.1",6.94178203576479e-05,-1.1074333815623,0.081,0.167,0.951995988384784,"3","DEF6"
"EIF2AK3",6.99117118179926e-05,2.83446324603355,0.023,0.004,0.95876921587195,"3","EIF2AK3"
"ST6GALNAC4",6.99871016093402e-05,2.1397548691707,0.047,0.015,0.959803111470492,"3","ST6GALNAC4"
"TWF2.2",7.14042827810939e-05,-0.838818081058889,0.105,0.196,0.979238334059922,"3","TWF2"
"ARMCX2",7.2619655791958e-05,2.45296761016022,0.023,0.004,0.995905959530912,"3","ARMCX2"
"ALDH16A1",7.34128434243429e-05,1.45619134663102,0.096,0.047,1,"3","ALDH16A1"
"NDUFB10.2",7.34228417383459e-05,-0.431577216236758,0.221,0.349,1,"3","NDUFB10"
"QPCT.3",7.3437263195715e-05,-3.14842928894282,0.006,0.055,1,"3","QPCT"
"TMEM59.2",7.34892941992134e-05,-0.460297870336179,0.27,0.418,1,"3","TMEM59"
"ELOVL5.2",7.47282717802922e-05,0.955585864889579,0.227,0.154,1,"3","ELOVL5"
"SERP1.3",7.60616906890422e-05,-0.403333927200892,0.427,0.572,1,"3","SERP1"
"CCDC167.2",7.61672076402574e-05,-1.51484931172426,0.035,0.102,1,"3","CCDC167"
"KRAS",7.68439187069327e-05,-1.35844359811503,0.032,0.098,1,"3","KRAS"
"ARRB1.3",7.72374558572972e-05,-3.48532566443453,0.003,0.05,1,"3","ARRB1"
"SPI1.3",7.79379806092374e-05,-1.2193277834505,0.14,0.225,1,"3","SPI1"
"EEF1A1.3",7.81330127158115e-05,0.120011065521666,0.997,0.991,1,"3","EEF1A1"
"IFI44.2",7.84480158340292e-05,-1.11671630261318,0.047,0.12,1,"3","IFI44"
"INPP4A",7.98042633313537e-05,-2.5235441100423,0.012,0.065,1,"3","INPP4A"
"CARS.1",8.02019410292434e-05,-2.54294190473204,0.015,0.07,1,"3","CARS"
"HNRNPA2B1.1",8.24080815226747e-05,0.375890580902419,0.654,0.634,1,"3","HNRNPA2B1"
"UBE2D1.2",8.29635945572895e-05,-1.3094195958601,0.044,0.116,1,"3","UBE2D1"
"HOTAIRM1.3",8.37701094649916e-05,-2.27987513997352,0.015,0.07,1,"3","HOTAIRM1"
"HLA-B.2",8.40699931014875e-05,-0.21482708044494,0.907,0.954,1,"3","HLA-B"
"AC092580.4.1",8.40881303978302e-05,-3.96746198207082,0.006,0.054,1,"3","AC092580.4"
"SPG21.2",8.54207437786775e-05,-0.677968557498359,0.096,0.188,1,"3","SPG21"
"DUSP23.2",8.56811977044284e-05,-1.19888148883999,0.041,0.111,1,"3","DUSP23"
"UGCG",8.62259986681991e-05,2.25973472536978,0.044,0.014,1,"3","UGCG"
"ATP5G3.2",8.67845927258303e-05,-0.316826513880605,0.317,0.449,1,"3","ATP5G3"
"TRAF3IP3.3",8.75966186020115e-05,-0.155952280613865,0.349,0.503,1,"3","TRAF3IP3"
"C20orf27.3",8.86410678960476e-05,-0.990502594539126,0.061,0.139,1,"3","C20orf27"
"RASA3.2",8.9160399163707e-05,-1.64075106602199,0.032,0.096,1,"3","RASA3"
"ATP2A3.1",8.94457360534217e-05,0.966500979956188,0.113,0.058,1,"3","ATP2A3"
"LINC00910",9.01833428299064e-05,2.79603107524747,0.026,0.006,1,"3","LINC00910"
"RNF5.2",9.21996546485193e-05,-0.953615991127673,0.076,0.158,1,"3","RNF5"
"LASP1",9.24731047472371e-05,-1.77106439072275,0.038,0.103,1,"3","LASP1"
"STX8.1",9.26186552787523e-05,-1.00058150681465,0.064,0.142,1,"3","STX8"
"LILRB3.3",9.28144126139673e-05,-2.57117246113553,0.003,0.049,1,"3","LILRB3"
"AC007880.1",9.35259844200582e-05,4.02625980045468,0.012,0.001,1,"3","AC007880.1"
"OSTF1.2",9.36816065444644e-05,-0.526277529095779,0.209,0.326,1,"3","OSTF1"
"AC007386.2",9.38825764042835e-05,4.46947713729632,0.012,0.001,1,"3","AC007386.2"
"SGCE",9.38825764042835e-05,3.84490004416421,0.012,0.001,1,"3","SGCE"
"RP11-486G15.2",9.42404520819674e-05,3.89892051271924,0.012,0.001,1,"3","RP11-486G15.2"
"SLC38A11",9.45996157702711e-05,3.63916963299861,0.012,0.001,1,"3","SLC38A11"
"ADD1.1",9.54888206888611e-05,0.901522238974853,0.145,0.085,1,"3","ADD1"
"APOBR.2",9.57665495925046e-05,-3.92025331900507,0.003,0.048,1,"3","APOBR"
"NDUFA13.2",9.63074919076842e-05,-0.504119752015222,0.337,0.48,1,"3","NDUFA13"
"MRPL20.1",9.66137813675073e-05,-0.308514398460848,0.163,0.268,1,"3","MRPL20"
"CD300C.3",9.79693462666206e-05,-2.69103204631199,0.006,0.054,1,"3","CD300C"
"BLM",9.80572033954232e-05,2.05091534688814,0.026,0.006,1,"3","BLM"
"ARHGAP5.2",9.84839986095081e-05,1.76902095444122,0.055,0.02,1,"3","ARHGAP5"
"RIC3.3",9.96723531473578e-05,0.696565305964872,0.151,0.088,1,"3","RIC3"
"TREML2",0.000100129020703237,3.56336314929776,0.02,0.003,1,"3","TREML2"
"CLN8",0.000100388424902149,1.77293183592035,0.067,0.028,1,"3","CLN8"
"NAPA.1",0.000100495827477458,-0.922578608172548,0.064,0.142,1,"3","NAPA"
"NFATC1.2",0.000101669591501045,1.37903783498785,0.073,0.031,1,"3","NFATC1"
"PLCG2.2",0.000101995381225311,1.83028260541529,0.061,0.024,1,"3","PLCG2"
"TBC1D4.3",0.000102648644478513,-6.06401687025527,0,0.042,1,"3","TBC1D4"
"CLEC17A",0.000103054765875726,2.79055404710442,0.02,0.003,1,"3","CLEC17A"
"AC010226.4",0.000103550166512792,2.67424673930202,0.02,0.003,1,"3","AC010226.4"
"PSMG2.1",0.000103804034555646,-0.996440344907776,0.108,0.199,1,"3","PSMG2"
"SUN2.1",0.000105301353390234,-0.647092523910448,0.16,0.265,1,"3","SUN2"
"KRTCAP2.2",0.000106989252750237,-0.495471940402407,0.201,0.321,1,"3","KRTCAP2"
"YIF1B.1",0.000107610369615933,-1.81513421105401,0.02,0.078,1,"3","YIF1B"
"STK17A.2",0.000107813388270249,0.833208212522939,0.375,0.31,1,"3","STK17A"
"CD86.3",0.000109330140872563,-2.64256310088784,0.012,0.063,1,"3","CD86"
"BABAM1.1",0.000111072073929862,-1.17165656702905,0.058,0.133,1,"3","BABAM1"
"PCSK1N.3",0.000111806836598739,-5.99753358486865,0,0.042,1,"3","PCSK1N"
"KHDRBS1.1",0.000112733404969399,-0.602219882694254,0.148,0.259,1,"3","KHDRBS1"
"HIST1H2BK.1",0.000113347957682367,1.2152979210606,0.128,0.071,1,"3","HIST1H2BK"
"NANS.3",0.00011373374039388,-1.24647107445277,0.052,0.126,1,"3","NANS"
"RPL23.1",0.00011443451062421,0.302532995445702,0.846,0.86,1,"3","RPL23"
"TNFAIP8L2.2",0.000115485444861966,-1.20269297816946,0.041,0.109,1,"3","TNFAIP8L2"
"HNMT.3",0.000117172560705951,-2.62254897824985,0.006,0.053,1,"3","HNMT"
"RP1-313I6.12.1",0.000117382958242964,1.81634228552328,0.11,0.059,1,"3","RP1-313I6.12"
"CHD9.1",0.000117851445199622,1.30070683063516,0.108,0.056,1,"3","CHD9"
"SDHAF2.1",0.000119557006660725,-1.00159383061185,0.061,0.138,1,"3","SDHAF2"
"SYVN1.1",0.000120449181113517,3.30537535250794,0.061,0.024,1,"3","SYVN1"
"PHPT1.2",0.000120901258358339,-1.01733715168408,0.09,0.175,1,"3","PHPT1"
"ZNF428.1",0.000124105476781539,-0.900866040251575,0.081,0.167,1,"3","ZNF428"
"FES.3",0.00012516368242783,-2.79299908769064,0.006,0.053,1,"3","FES"
"CASP4.2",0.000127554035794841,-0.448679751795441,0.212,0.333,1,"3","CASP4"
"PLA2G16.1",0.000129602872870065,-4.83194296109946,0.003,0.047,1,"3","PLA2G16"
"SNX29.2",0.000130628080885059,1.44129361158467,0.064,0.026,1,"3","SNX29"
"HAVCR2.2",0.000132346759391893,-3.34127669907709,0.006,0.052,1,"3","HAVCR2"
"FLOT1",0.000133996916501387,-1.19505656361812,0.052,0.125,1,"3","FLOT1"
"DBNDD1",0.000134813773728357,3.66305357548348,0.017,0.003,1,"3","DBNDD1"
"COX6A1P2.1",0.000137934458112565,-0.564047554352616,0.105,0.202,1,"3","COX6A1P2"
"ANK1",0.000138051749413931,2.86927999711304,0.017,0.003,1,"3","ANK1"
"TRABD",0.000138582308937136,-0.8217813636673,0.064,0.142,1,"3","TRABD"
"PRPF40A",0.00013918495627497,-0.885954781799152,0.064,0.14,1,"3","PRPF40A"
"C9orf142.1",0.000139991971313418,-0.927092471847795,0.157,0.255,1,"3","C9orf142"
"TSHZ2.3",0.000143657944420518,-4.20191136739447,0.003,0.046,1,"3","TSHZ2"
"CENPJ",0.000147049904554789,3.67399379001918,0.015,0.002,1,"3","CENPJ"
"ZNF135",0.000148392377150682,2.85716872449782,0.015,0.002,1,"3","ZNF135"
"AEBP1",0.000148842426385736,5.59894411658421,0.015,0.002,1,"3","AEBP1"
"SCNM1.2",0.000150238797768157,-0.969753047702738,0.058,0.133,1,"3","SCNM1"
"HCK.3",0.000150469607354653,-1.0010109369073,0.081,0.16,1,"3","HCK"
"MRPL23.1",0.000150657701921857,-0.633819459791511,0.192,0.305,1,"3","MRPL23"
"NPIPB11",0.000151343702353196,2.86057541261061,0.023,0.005,1,"3","NPIPB11"
"WDFY4",0.00015420658160888,2.45597652733313,0.041,0.013,1,"3","WDFY4"
"RASSF5.1",0.000154527331808034,-0.809503117213501,0.108,0.194,1,"3","RASSF5"
"TAPT1",0.000154854057841676,2.86697110269191,0.023,0.005,1,"3","TAPT1"
"TTC21A",0.000155232396993939,2.18207018164859,0.035,0.01,1,"3","TTC21A"
"ATG2A",0.00015590715128014,-2.52372352041625,0.009,0.057,1,"3","ATG2A"
"LINC00649.3",0.00015599260261218,-3.55813005121324,0.009,0.056,1,"3","LINC00649"
"ACTR1A.1",0.000156027578852796,-1.10557612389257,0.035,0.099,1,"3","ACTR1A"
"CATSPER1.3",0.000157346715619515,-6.04445108306402,0,0.04,1,"3","CATSPER1"
"LSM7",0.000158809183799,0.639910742614367,0.334,0.262,1,"3","LSM7"
"CD96.2",0.000158971203889513,-1.14351335750746,0.055,0.127,1,"3","CD96"
"UBAC2.2",0.000159859400489466,-1.0851798689133,0.067,0.144,1,"3","UBAC2"
"CLTB.2",0.000161344152908486,-0.697358519140955,0.11,0.204,1,"3","CLTB"
"GSN.3",0.000161388432859331,-2.48041968585073,0.009,0.057,1,"3","GSN"
"AC074289.1",0.00016213330940468,2.86162147641176,0.032,0.009,1,"3","AC074289.1"
"SESTD1",0.000162298741093555,1.9640813849167,0.049,0.018,1,"3","SESTD1"
"THEMIS.3",0.000162797766079721,-2.30799963870476,0.012,0.061,1,"3","THEMIS"
"DENND6B.3",0.000162902424141963,-3.57944664342675,0.003,0.046,1,"3","DENND6B"
"SUPT4H1.3",0.000163535809122163,-0.410852258792449,0.192,0.303,1,"3","SUPT4H1"
"OAS3.2",0.000163827744353821,-0.887101392667603,0.023,0.082,1,"3","OAS3"
"ZNF639",0.000164842790344436,1.77717757039734,0.067,0.029,1,"3","ZNF639"
"GRAP2.2",0.000166277771221879,-1.25562492265739,0.049,0.12,1,"3","GRAP2"
"SUSD3.3",0.000166528979676229,-1.11427179906986,0.076,0.153,1,"3","SUSD3"
"DNAJC1.1",0.000166585537008716,-1.12520238344632,0.038,0.104,1,"3","DNAJC1"
"MBOAT7.2",0.000167499817667433,-2.32822058322855,0.012,0.061,1,"3","MBOAT7"
"IL17RA.3",0.000168438665411604,-2.67010214809194,0.009,0.056,1,"3","IL17RA"
"ICAM2.1",0.000170066193799913,-0.762751339110153,0.151,0.253,1,"3","ICAM2"
"CFLAR.1",0.000170720971524224,-0.65582148201134,0.116,0.21,1,"3","CFLAR"
"FCGR1A.3",0.000170957390058915,-3.9207559196705,0.006,0.051,1,"3","FCGR1A"
"FXYD5.2",0.000171263977149443,-0.33114180873805,0.61,0.755,1,"3","FXYD5"
"SHMT2.2",0.000171722385425185,1.44779112822227,0.102,0.052,1,"3","SHMT2"
"NSG1.2",0.000173257721021499,-2.01899479754641,0.012,0.061,1,"3","NSG1"
"GSAP",0.000175664762865626,1.7212026339303,0.081,0.038,1,"3","GSAP"
"COMMD7",0.000175922514190074,-0.809882320437186,0.093,0.179,1,"3","COMMD7"
"TRABD2A.3",0.000176457150848689,-1.54754722061463,0.041,0.104,1,"3","TRABD2A"
"MGAT1.2",0.00017758326956858,-1.00896629110724,0.064,0.139,1,"3","MGAT1"
"CENPM.1",0.000178599105958779,2.55346736304019,0.029,0.007,1,"3","CENPM"
"SQRDL.2",0.000179042851425421,-0.834990869526711,0.076,0.155,1,"3","SQRDL"
"ATP6V0D1.3",0.000179133452700907,-0.780077562476125,0.099,0.184,1,"3","ATP6V0D1"
"CDC25B.3",0.000181748601522641,-1.55448148683032,0.035,0.096,1,"3","CDC25B"
"RUNX3.1",0.000183658427023252,-0.956006464112431,0.032,0.094,1,"3","RUNX3"
"SURF1",0.00018404342162743,-1.10850449128733,0.099,0.184,1,"3","SURF1"
"DIAPH1.1",0.00018564591765763,-1.38480756465858,0.035,0.098,1,"3","DIAPH1"
"DHTKD1",0.000186830760756159,2.31839174447224,0.029,0.007,1,"3","DHTKD1"
"MX2.2",0.000188060481977009,-1.1019517106659,0.052,0.122,1,"3","MX2"
"HEBP1.2",0.000188411015799322,-1.57234125272111,0.02,0.075,1,"3","HEBP1"
"SSR3.2",0.000190429533050043,-0.570170114963837,0.102,0.193,1,"3","SSR3"
"HES4.2",0.000192653217731325,-1.89813703896559,0.012,0.061,1,"3","HES4"
"SLA2.2",0.000192830256839992,-3.28349146320824,0.006,0.05,1,"3","SLA2"
"SGPP1",0.000192892479166173,1.68860487880968,0.055,0.021,1,"3","SGPP1"
"SLC2A4RG.3",0.000198440573563791,-2.7808253736054,0.006,0.05,1,"3","SLC2A4RG"
"RPL34.3",0.000200114344219637,0.230986135502653,0.916,0.909,1,"3","RPL34"
"C1orf43.2",0.000201877853225676,-0.558654398033688,0.142,0.24,1,"3","C1orf43"
"FERMT3.1",0.000202733882647732,-1.13955821036985,0.108,0.195,1,"3","FERMT3"
"SYNGR1.3",0.00020327639364425,-6.04856431267874,0,0.039,1,"3","SYNGR1"
"DNAJA2.1",0.000205215370605987,-0.727203011241923,0.049,0.121,1,"3","DNAJA2"
"S1PR5.3",0.000206970249584234,-2.70999207525091,0.006,0.05,1,"3","S1PR5"
"KLF6.3",0.000213372937465923,-0.494141893121784,0.541,0.667,1,"3","KLF6"
"C9orf78.2",0.000215788173390353,-0.435430682392169,0.195,0.309,1,"3","C9orf78"
"VKORC1.2",0.000217290639211702,-1.11654462093782,0.064,0.138,1,"3","VKORC1"
"MS4A7.3",0.000217460190689154,-1.38603962275799,0.058,0.127,1,"3","MS4A7"
"ARHGAP30",0.000219457380501149,-0.623741936869883,0.09,0.174,1,"3","ARHGAP30"
"DYNLL1.2",0.000219728314827278,-0.587549711853733,0.235,0.356,1,"3","DYNLL1"
"CTNNBIP1.2",0.000221926542369638,-1.87027104462902,0.017,0.07,1,"3","CTNNBIP1"
"PGAM1.2",0.000222636779119281,-0.572132946958565,0.148,0.25,1,"3","PGAM1"
"OBFC1.2",0.000226713240717447,-1.24827266088194,0.026,0.084,1,"3","OBFC1"
"PRKCA.2",0.000230245821826868,-2.5144455384724,0.006,0.05,1,"3","PRKCA"
"USB1.1",0.000231308667785586,-1.66782612518403,0.023,0.078,1,"3","USB1"
"C15orf39.3",0.00023234639967206,-1.86452301178717,0.012,0.06,1,"3","C15orf39"
"NDUFA6.1",0.000234758138420141,-0.688031196051957,0.093,0.177,1,"3","NDUFA6"
"TESPA1.3",0.000239657734626534,-1.80907693555037,0.023,0.078,1,"3","TESPA1"
"FAM50A.2",0.000243081411255274,-1.08336335054384,0.049,0.116,1,"3","FAM50A"
"SERINC5.2",0.00024424122342725,-2.18903685992543,0.012,0.059,1,"3","SERINC5"
"TNRC6C.2",0.000245903277417899,-2.48178770298257,0.009,0.054,1,"3","TNRC6C"
"IDH3G.2",0.000247735024862776,-0.184961970545032,0.119,0.212,1,"3","IDH3G"
"NDUFS7.2",0.000249263317053719,-0.618877279976622,0.198,0.307,1,"3","NDUFS7"
"PLXNB2.3",0.00025455815559655,-3.19048327638508,0.003,0.044,1,"3","PLXNB2"
"FGR.3",0.000261654314405144,-0.840176022260944,0.137,0.228,1,"3","FGR"
"GNB1.2",0.000262520007186268,-0.943851523449176,0.058,0.128,1,"3","GNB1"
"SLCO3A1.1",0.000262588599539601,-5.67926515465518,0,0.037,1,"3","SLCO3A1"
"CEBPA.3",0.000262588599539601,-5.66376896030974,0,0.037,1,"3","CEBPA"
"FOSL2.2",0.000262588605980934,-5.94319359695735,0,0.037,1,"3","FOSL2"
"FBP1.3",0.000269271836601617,-1.07025595787523,0.017,0.069,1,"3","FBP1"
"RP11-861A13.4.1",0.000275981695735612,2.11405169673132,0.047,0.017,1,"3","RP11-861A13.4"
"CLEC12A.3",0.00027759208117084,-3.19315898524002,0.003,0.043,1,"3","CLEC12A"
"NAMPT.3",0.000280305493691269,-1.19257010554659,0.038,0.1,1,"3","NAMPT"
"GABARAPL1.2",0.000283131221690394,-1.68047798145223,0.02,0.073,1,"3","GABARAPL1"
"KDELR2.1",0.000283329930704565,-0.756466691437342,0.105,0.19,1,"3","KDELR2"
"ZDHHC12",0.000285178266775602,-0.741549618096963,0.055,0.125,1,"3","ZDHHC12"
"PGD.3",0.000285387893425024,-1.22083831127189,0.058,0.127,1,"3","PGD"
"LILRB4.3",0.000286096884008287,-2.35278324419527,0.012,0.058,1,"3","LILRB4"
"PRMT1.1",0.00028772342545924,0.797286652929516,0.244,0.18,1,"3","PRMT1"
"LBH.2",0.000287758777715781,0.892046171676999,0.224,0.159,1,"3","LBH"
"PAK1.3",0.000287826816442488,-1.19030754646076,0.012,0.059,1,"3","PAK1"
"HM13.2",0.000288917992261871,-0.898826064445659,0.076,0.151,1,"3","HM13"
"POP7",0.000290656474138084,-1.56684844919868,0.026,0.082,1,"3","POP7"
"APOL3.2",0.000292713581903173,-1.03270313157969,0.047,0.112,1,"3","APOL3"
"SATB1.2",0.000294091394613392,-1.43644691499387,0.035,0.094,1,"3","SATB1"
"NDUFB6",0.000298312079272286,-0.487356889882343,0.067,0.141,1,"3","NDUFB6"
"ABHD17A.2",0.000304670280751642,-1.74649838628485,0.017,0.068,1,"3","ABHD17A"
"RPS27L.2",0.000305672165403628,-0.582368482860591,0.137,0.235,1,"3","RPS27L"
"GPI",0.000307722336939962,-1.02429034055834,0.061,0.131,1,"3","GPI"
"CTD-2006K23.1.3",0.000311448254932516,-5.70720281746804,0,0.037,1,"3","CTD-2006K23.1"
"TXNDC17.2",0.000312435648431387,-1.18154941858449,0.052,0.12,1,"3","TXNDC17"
"LPIN2.2",0.000314535396713859,-2.3831854993393,0.009,0.053,1,"3","LPIN2"
"FIGNL1",0.000318034873661172,2.42691460261767,0.023,0.005,1,"3","FIGNL1"
"SNX6.1",0.000320978756990364,-0.671289715895809,0.084,0.167,1,"3","SNX6"
"RHOB.3",0.000323226896352612,-1.03319272297958,0.067,0.139,1,"3","RHOB"
"TIMM8B.2",0.000324708645803603,-0.892843337491072,0.052,0.12,1,"3","TIMM8B"
"LITAF.1",0.000326019076195271,-0.591943375362832,0.212,0.327,1,"3","LITAF"
"CMTM8.3",0.00032659161405831,-3.0623700255773,0.006,0.048,1,"3","CMTM8"
"MYEOV2",0.000327624567379468,-0.581679049774784,0.145,0.241,1,"3","MYEOV2"
"LILRA1.3",0.00032927863365123,-2.01149203562609,0.006,0.048,1,"3","LILRA1"
"ATP5J2.2",0.000329334177754489,-0.509932386247842,0.23,0.339,1,"3","ATP5J2"
"AP3B1",0.000333522739774497,1.63298539739969,0.078,0.038,1,"3","AP3B1"
"LAG3.2",0.000339185851771996,-6.21012400351005,0,0.036,1,"3","LAG3"
"HEXB.1",0.000339543126492526,-1.03363017455032,0.049,0.115,1,"3","HEXB"
"SLC3A2.2",0.000343742865845339,-0.522910849453171,0.09,0.174,1,"3","SLC3A2"
"SMAGP.1",0.000350672411649329,1.56676201551509,0.067,0.03,1,"3","SMAGP"
"ANXA4.1",0.000352035274814734,0.975521675441757,0.151,0.092,1,"3","ANXA4"
"PLEKHF1.2",0.000356211268879518,-1.18028080985094,0.009,0.053,1,"3","PLEKHF1"
"P2RX4.1",0.000358337332295756,-3.21121331981574,0.003,0.042,1,"3","P2RX4"
"PTGDR.2",0.000362511002339766,-2.89035174840052,0.009,0.052,1,"3","PTGDR"
"LHFPL2",0.000366244831638774,3.30414203226275,0.017,0.003,1,"3","LHFPL2"
"NMI.2",0.000370067247793859,-0.639407194729977,0.102,0.186,1,"3","NMI"
"LTA4H.3",0.000370770918785197,0.913672846432279,0.218,0.156,1,"3","LTA4H"
"PSME1.1",0.000372107780294991,-0.182280263534519,0.628,0.755,1,"3","PSME1"
"VPS28.2",0.000372380403315493,-0.635203485907423,0.25,0.373,1,"3","VPS28"
"OSM.2",0.000376080304304502,-3.88326737215352,0.003,0.041,1,"3","OSM"
"PTP4A3",0.000378636716363899,-2.17243812102814,0.009,0.052,1,"3","PTP4A3"
"LAMTOR2.3",0.000381718064984861,-0.668174283152422,0.145,0.236,1,"3","LAMTOR2"
"CREG1.3",0.000385968422729388,-1.40156024007682,0.023,0.076,1,"3","CREG1"
"TSTD1.2",0.000388132041740072,0.854177634685944,0.279,0.218,1,"3","TSTD1"
"RP11-18H21.1.3",0.000389387232106409,-2.90493532192009,0.006,0.047,1,"3","RP11-18H21.1"
"FGD2.3",0.000389942525537282,1.79899858656666,0.07,0.032,1,"3","FGD2"
"DAD1.2",0.000391269477382376,-0.421099704006987,0.259,0.384,1,"3","DAD1"
"CMC1.1",0.000391984446224323,-1.28948934544779,0.041,0.101,1,"3","CMC1"
"DUS2.1",0.000394396386151615,1.85510834937652,0.055,0.023,1,"3","DUS2"
"ANKRD13A",0.00039641103740833,1.18482270804035,0.105,0.057,1,"3","ANKRD13A"
"EIF1B",0.000399337219353015,1.17672301093384,0.247,0.183,1,"3","EIF1B"
"MAP7D1",0.000399606116724698,-1.28787576449113,0.029,0.084,1,"3","MAP7D1"
"SYTL3",0.000402288587242718,-5.83618055656313,0,0.035,1,"3","SYTL3"
"HRH2.2",0.000402288606973809,-5.54669430555599,0,0.035,1,"3","HRH2"
"LGALS3BP.2",0.00040671113511961,-0.188724838678052,0.02,0.071,1,"3","LGALS3BP"
"OTUB1",0.000407760806963281,-0.862761827129539,0.093,0.172,1,"3","OTUB1"
"LSM10.2",0.0004086820711467,0.903027938739711,0.267,0.204,1,"3","LSM10"
"EIF1AY.1",0.000414425104762085,1.04069917359567,0.192,0.135,1,"3","EIF1AY"
"RAB27A.1",0.000422457650406362,-1.33453801644581,0.029,0.084,1,"3","RAB27A"
